"","HINS1","HINS2","HICOV","SCHL","ENG","English","Education","Work_Insurance","Private_Insurance","Health_Insurance_Covered"
"1406",0,0,0,18,2,"Well","Some college, but less than 1 year","No","No","No"
"1407",0,0,0,13,4,"Not at all","Grade 10","No","No","No"
"1408",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1409",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"1410",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1411",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"1412",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1413",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"1414",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1415",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"1416",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1417",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1418",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"1419",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1420",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1421",0,0,1,19,3,"Not Well","1 or more years of college credit, no degree","No","No","Yes"
"1422",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"1423",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1424",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1425",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1426",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1427",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"1428",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"1429",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1430",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1431",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1432",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1433",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"1434",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"1435",0,0,0,8,2,"Well","Grade 5","No","No","No"
"1436",0,0,0,9,3,"Not Well","Grade 6","No","No","No"
"1437",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"1438",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1439",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1440",0,0,1,20,2,"Well","Associate's degree","No","No","Yes"
"1441",0,0,0,20,1,"Very Well","Associate's degree","No","No","No"
"1442",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"1443",1,1,1,24,1,"Very Well","Doctorate degree","Yes","Yes","Yes"
"1444",1,1,1,16,1,"Very Well","Regular high school diploma","Yes","Yes","Yes"
"1445",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1446",0,0,0,21,4,"Not at all","Bachelor's degree","No","No","No"
"1447",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1448",0,1,1,18,1,"Very Well","Some college, but less than 1 year","No","Yes","Yes"
"1449",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1450",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1451",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"1452",1,0,1,1,2,"Well","No Schooling Completed","Yes","No","Yes"
"1453",1,0,1,1,2,"Well","No Schooling Completed","Yes","No","Yes"
"1454",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1455",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"1456",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1457",0,1,1,20,1,"Very Well","Associate's degree","No","Yes","Yes"
"1458",1,0,1,17,2,"Well","GED or alternative credential","Yes","No","Yes"
"1459",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"1460",1,0,1,17,2,"Well","GED or alternative credential","Yes","No","Yes"
"1461",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1462",1,0,1,7,1,"Very Well","Grade 4","Yes","No","Yes"
"1463",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"1464",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"1465",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"1466",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"1467",0,0,0,13,1,"Very Well","Grade 10","No","No","No"
"1468",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"1469",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1470",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1471",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1472",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1473",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1474",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1475",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1476",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1477",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"1478",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"1479",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1480",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1481",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1482",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1483",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1484",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"1485",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"1486",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"1487",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1488",0,1,1,18,1,"Very Well","Some college, but less than 1 year","No","Yes","Yes"
"1489",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1490",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1491",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1492",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1493",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"1494",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1495",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"1496",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1497",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1498",0,0,0,14,2,"Well","Grade 11","No","No","No"
"1499",0,0,0,13,3,"Not Well","Grade 10","No","No","No"
"1500",0,0,0,6,3,"Not Well","Grade 3","No","No","No"
"1501",0,0,0,12,2,"Well","Grade 9","No","No","No"
"1502",0,0,0,10,3,"Not Well","Grade 7","No","No","No"
"1503",0,0,0,2,1,"Very Well","Nursery School or Pre-school","No","No","No"
"1504",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1505",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1506",0,0,1,14,3,"Not Well","Grade 11","No","No","Yes"
"1507",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1508",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"1509",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1510",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1511",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1512",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1513",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1514",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1515",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"1516",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"1517",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"1518",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1519",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"1520",1,0,1,10,2,"Well","Grade 7","Yes","No","Yes"
"1521",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1522",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1523",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1524",1,0,1,17,2,"Well","GED or alternative credential","Yes","No","Yes"
"1525",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1526",1,1,1,18,1,"Very Well","Some college, but less than 1 year","Yes","Yes","Yes"
"1527",0,1,1,1,4,"Not at all","No Schooling Completed","No","Yes","Yes"
"1528",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1529",1,1,1,18,1,"Very Well","Some college, but less than 1 year","Yes","Yes","Yes"
"1530",0,1,1,21,3,"Not Well","Bachelor's degree","No","Yes","Yes"
"1531",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"1532",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"1533",0,0,0,13,2,"Well","Grade 10","No","No","No"
"1534",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"1535",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1536",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1537",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1538",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1539",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"1540",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"1541",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1542",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1543",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1544",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1545",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"1546",0,0,0,10,3,"Not Well","Grade 7","No","No","No"
"1547",0,0,0,14,2,"Well","Grade 11","No","No","No"
"1548",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1549",0,0,1,24,2,"Well","Doctorate degree","No","No","Yes"
"1550",0,0,1,17,1,"Very Well","GED or alternative credential","No","No","Yes"
"1551",0,0,1,7,1,"Very Well","Grade 4","No","No","Yes"
"1552",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1553",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1554",0,0,0,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","No","No"
"1555",0,0,0,15,3,"Not Well","12th Grade - no diploma","No","No","No"
"1556",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1557",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"1558",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1559",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1560",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1561",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"1562",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"1563",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"1564",1,1,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","Yes","Yes"
"1565",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1566",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1567",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1568",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"1569",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"1570",0,0,1,10,2,"Well","Grade 7","No","No","Yes"
"1571",1,0,1,10,3,"Not Well","Grade 7","Yes","No","Yes"
"1572",1,0,1,1,2,"Well","No Schooling Completed","Yes","No","Yes"
"1573",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"1574",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"1575",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"1576",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1577",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1578",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1579",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"1580",0,0,1,10,1,"Very Well","Grade 7","No","No","Yes"
"1581",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"1582",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1583",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1584",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"1585",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1586",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"1587",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1588",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1589",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1590",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1591",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1592",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"1593",0,0,0,21,4,"Not at all","Bachelor's degree","No","No","No"
"1594",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1595",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1596",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"1597",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1598",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"1599",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1600",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1601",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"1602",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1603",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1604",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1605",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"1606",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"1607",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"1608",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1609",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"1610",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1611",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"1612",0,0,1,7,1,"Very Well","Grade 4","No","No","Yes"
"1613",1,0,1,15,3,"Not Well","12th Grade - no diploma","Yes","No","Yes"
"1614",0,0,0,19,3,"Not Well","1 or more years of college credit, no degree","No","No","No"
"1615",0,0,0,16,4,"Not at all","Regular high school diploma","No","No","No"
"1616",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"1617",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"1618",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1619",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"1620",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1621",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1622",1,0,1,23,2,"Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1623",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"1624",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"1625",0,0,0,8,3,"Not Well","Grade 5","No","No","No"
"1626",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1627",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1628",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"1629",1,0,1,11,2,"Well","Grade 8","Yes","No","Yes"
"1630",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1631",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1632",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1633",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1634",1,0,1,18,2,"Well","Some college, but less than 1 year","Yes","No","Yes"
"1635",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1636",1,0,1,23,2,"Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1637",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1638",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1639",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1640",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1641",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"1642",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1643",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1644",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"1645",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"1646",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"1647",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"1648",1,1,1,16,2,"Well","Regular high school diploma","Yes","Yes","Yes"
"1649",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1650",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"1651",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"1652",0,0,1,17,1,"Very Well","GED or alternative credential","No","No","Yes"
"1653",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1654",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1655",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1656",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"1657",0,0,1,18,3,"Not Well","Some college, but less than 1 year","No","No","Yes"
"1658",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"1659",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"1660",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1661",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"1662",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"1663",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1664",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1665",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1666",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"1667",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1668",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1669",0,0,0,9,4,"Not at all","Grade 6","No","No","No"
"1670",0,0,0,10,3,"Not Well","Grade 7","No","No","No"
"1671",0,0,0,14,4,"Not at all","Grade 11","No","No","No"
"1672",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1673",0,0,1,24,1,"Very Well","Doctorate degree","No","No","Yes"
"1674",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"1675",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"1676",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1677",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1678",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1679",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1680",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1681",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1682",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1683",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1684",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1685",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1686",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1687",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1688",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1689",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1690",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1691",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1692",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1693",0,0,1,12,4,"Not at all","Grade 9","No","No","Yes"
"1694",0,0,1,1,4,"Not at all","No Schooling Completed","No","No","Yes"
"1695",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1696",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"1697",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1698",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"1699",1,1,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","Yes","Yes"
"1700",0,0,1,22,2,"Well","Master's degree","No","No","Yes"
"1701",1,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","Yes","Yes"
"1702",1,1,1,24,1,"Very Well","Doctorate degree","Yes","Yes","Yes"
"1703",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"1704",0,0,1,14,2,"Well","Grade 11","No","No","Yes"
"1705",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"1706",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1707",0,0,0,21,3,"Not Well","Bachelor's degree","No","No","No"
"1708",0,0,0,21,3,"Not Well","Bachelor's degree","No","No","No"
"1709",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"1710",0,0,0,1,4,"Not at all","No Schooling Completed","No","No","No"
"1711",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"1712",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1713",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1714",1,1,1,21,2,"Well","Bachelor's degree","Yes","Yes","Yes"
"1715",0,1,1,18,1,"Very Well","Some college, but less than 1 year","No","Yes","Yes"
"1716",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1717",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"1718",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"1719",0,1,1,1,2,"Well","No Schooling Completed","No","Yes","Yes"
"1720",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1721",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1722",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"1723",0,1,1,19,2,"Well","1 or more years of college credit, no degree","No","Yes","Yes"
"1724",0,0,0,6,1,"Very Well","Grade 3","No","No","No"
"1725",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1726",1,0,1,14,2,"Well","Grade 11","Yes","No","Yes"
"1727",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1728",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1729",0,0,1,20,3,"Not Well","Associate's degree","No","No","Yes"
"1730",0,1,1,10,1,"Very Well","Grade 7","No","Yes","Yes"
"1731",0,1,1,9,1,"Very Well","Grade 6","No","Yes","Yes"
"1732",0,1,1,7,1,"Very Well","Grade 4","No","Yes","Yes"
"1733",1,0,1,23,2,"Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1734",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"1735",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"1736",1,0,1,7,1,"Very Well","Grade 4","Yes","No","Yes"
"1737",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"1738",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"1739",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"1740",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"1741",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1742",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"1743",0,0,1,12,2,"Well","Grade 9","No","No","Yes"
"1744",0,0,1,5,2,"Well","Grade 2","No","No","Yes"
"1745",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"1746",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"1747",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"1748",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"1749",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"1750",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"1751",0,0,1,17,1,"Very Well","GED or alternative credential","No","No","Yes"
"1752",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"1753",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1754",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"1755",0,0,1,14,2,"Well","Grade 11","No","No","Yes"
"1756",0,0,1,13,2,"Well","Grade 10","No","No","Yes"
"1757",0,0,1,6,2,"Well","Grade 3","No","No","Yes"
"1758",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"1759",0,0,1,13,3,"Not Well","Grade 10","No","No","Yes"
"1760",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"1761",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
